Date,ABNB,AMZN,BX,CTAS,CVX,GM,GOOG,NVDA,UBER
2010-10-11,,686553812.1948242,25184063.41099739,23091174.90825653,234711368.32351685,,1415155530.132122,109740766.56246185,
2010-10-12,,826339571.510315,26519089.493465424,32314607.433509827,418506515.75737,,2032161544.2024314,152946245.6726074,
2010-10-13,,874041587.1734619,22012976.253175735,23074300.85296631,570389492.1890259,,1660107568.7662125,251923778.85961533,
2010-10-14,,625868291.1138535,24164666.290283207,28181204.820251465,329912364.7750855,,3588583665.112254,153344486.75251007,
2010-10-15,,1668708791.14151,17671245.21212578,24426320.208168034,465001008.1386566,,8916375803.873367,165685912.02259064,
2010-10-18,,1035547484.998703,15302133.524608612,20873548.89793396,385671394.6464538,,4384629200.259712,116750782.65600204,
2010-10-19,,1193991721.868515,20163127.20680237,42147311.69242858,458163167.80471796,,2788663149.066554,224249981.39762878,
2010-10-20,,918762746.3531494,15229968.824481964,25740281.16016388,434457276.13449097,,2143190291.9265459,197684932.61623383,
2010-10-21,,2224207990.026474,29068537.365341187,39683853.02219391,469492438.0050659,,1787316762.0091822,257991338.0106926,
2010-10-22,,2759931009.4299316,14703322.289085388,19035031.67667389,274887864.5706176,,1381929006.8040104,357921529.9512863,
2010-10-25,,1103722075.0865936,11952478.931331635,27869958.42151642,335653862.3321533,,1947153625.5812302,183851412.67547607,
2010-10-26,,796997559.3566895,12571994.808197021,27626176.816749573,297450799.33090216,,1554480001.8995352,183808808.61701965,
2010-10-27,,958458686.5692139,13492004.173278809,24569667.64831543,471598271.85668945,,1382064162.584076,137169339.44625854,
2010-10-28,,781545296.7147827,20900161.534690857,33403317.150878906,421051815.44647217,,1351164291.5571213,194665251.13220212,
2010-10-29,,825902190.8473969,12305718.56431961,25623656.051635742,602504780.7273865,,1398192662.9811144,152892735.190773,
2010-11-01,,851902911.617279,11949237.275457382,19189981.966400146,609318366.8170929,,1898566496.8678896,130853093.3227539,
2010-11-02,,701238618.850708,19884698.24142456,16273560.402488708,458145848.28186035,,1229722571.5928078,163759859.58337784,
2010-11-03,,1029705494.4610596,25301502.227258682,19148535.647583008,485786753.8604737,,2096518429.344528,190712619.60439682,
2010-11-04,,1249389361.04393,31934041.53609276,17994573.78578186,812000930.7540894,,2229143443.873621,199059189.15977478,
2010-11-05,,890087376.5029907,28249753.746509552,12759828.239440918,721834606.0668945,,1103703728.2476585,212580488.96522522,
2010-11-08,,981374906.0440063,15391380.194950104,23948663.33312988,585607361.6119385,,1317031784.8797913,175692606.97641373,
2010-11-09,,677436238.9984131,15994710.459709167,23030526.739120483,664975717.6300049,,1397847295.6223404,183038637.64009476,
2010-11-10,,942967208.9614868,21684424.40214157,15334439.52255249,587977894.3080902,,1555331356.857419,152220425.0278473,
2010-11-11,,969694966.3448334,14470821.359252932,16284698.738098145,569221599.0356445,,1395836887.9038696,315199888.67378235,
2010-11-12,,1186368264.8162842,17803995.877075195,21515096.42601013,528624844.2428589,,2046963015.7110672,651521975.9788514,
2010-11-15,,1533162573.1258392,12365857.779979706,18604688.881874084,459531643.019104,,2071580510.2947493,220369900.42304993,
2010-11-16,,1036835483.9782715,15295770.800161362,23121414.38369751,601772856.6215515,,1930595455.8555453,215502087.5538826,
2010-11-17,,716517916.7261124,10003432.910442352,25604034.899139404,381963609.5638275,,1425320901.9593773,163481362.02459335,
2010-11-18,,1022007489.6011353,13997117.321872711,18374238.31748962,375532784.27124023,11860643400.3685,1545090341.274597,303360045.3300476,
